gene	subtype	type
gb|AMP42492.1|ARO:3004441|tet(59)	tetracycline__tet(59)	tetracycline
QIQ10744.1	tetracycline__tet(62)	tetracycline
AF534183.gene.p01	tetracycline__tet(A)	tetracycline
ABS19068	tetracycline__tet(A)	tetracycline
ACH85847	tetracycline__tet(A)	tetracycline
AY463797.7.gene28.p01	tetracycline__tet(A)	tetracycline
BAC79064	tetracycline__tet(A)	tetracycline
CAC41338	tetracycline__tet(A)	tetracycline
CAC42503	tetracycline__tet(A)	tetracycline
CAD11599	tetracycline__tet(A)	tetracycline
CAG27784	tetracycline__tet(A)	tetracycline
CP001485.1.gene2821.p01	tetracycline__tet(A)	tetracycline
gi|1004697845|gb|AMP48040.1|	tetracycline__tet(A)	tetracycline
gi|1004699693|gb|AMP48941.1|	tetracycline__tet(A)	tetracycline
gi|1004714436|gb|AMP57913.1|	tetracycline__tet(A)	tetracycline
gi|1021236590|gb|ANA09320.1|	tetracycline__tet(A)	tetracycline
gi|1033206624|gb|ANH56010.1|	tetracycline__tet(A)	tetracycline
gi|1039292231|ref|WP_064769584.1|	tetracycline__tet(A)	tetracycline
gi|1333751|emb|CAA24909.1|	tetracycline__tet(A)	tetracycline
gi|446726752|ref|WP_000804065.1|	tetracycline__tet(A)	tetracycline
gi|499985582|ref|WP_011666300.1|	tetracycline__tet(A)	tetracycline
gi|503044395|ref|WP_013279371.1|	tetracycline__tet(A)	tetracycline
gi|504871774|ref|WP_015058876.1|	tetracycline__tet(A)	tetracycline
gi|521255818|ref|WP_020442383.1|	tetracycline__tet(A)	tetracycline
gi|545248589|ref|WP_021546930.1|	tetracycline__tet(A)	tetracycline
gi|59042479|gb|AAW83817.1|	tetracycline__tet(A)	tetracycline
gi|691355704|ref|WP_032072899.1|	tetracycline__tet(A)	tetracycline
gi|692946992|ref|WP_032140893.1|	tetracycline__tet(A)	tetracycline
gi|692960352|ref|WP_032153701.1|	tetracycline__tet(A)	tetracycline
gi|835943791|ref|WP_047706567.1|	tetracycline__tet(A)	tetracycline
gi|836563560|ref|WP_047722176.1|	tetracycline__tet(A)	tetracycline
gi|839419598|gb|KME96333.1|	tetracycline__tet(A)	tetracycline
gi|846280845|gb|AKN19377.1|	tetracycline__tet(A)	tetracycline
gi|852042875|ref|WP_048267274.1|	tetracycline__tet(A)	tetracycline
gi|915870017|ref|WP_050918514.1|	tetracycline__tet(A)	tetracycline
gi|918403720|ref|WP_052454986.1|	tetracycline__tet(A)	tetracycline
gi|921965278|ref|WP_053259068.1|	tetracycline__tet(A)	tetracycline
gi|922044596|ref|WP_053320764.1|	tetracycline__tet(A)	tetracycline
gi|942475770|ref|WP_055324180.1|	tetracycline__tet(A)	tetracycline
gi|950829279|ref|WP_057523151.1|	tetracycline__tet(A)	tetracycline
gi|960294978|ref|WP_058214444.1|	tetracycline__tet(A)	tetracycline
gi|970281480|ref|WP_058659945.1|	tetracycline__tet(A)	tetracycline
gi|971830223|ref|WP_058905222.1|	tetracycline__tet(A)	tetracycline
gi|981221320|ref|WP_059443281.1|	tetracycline__tet(A)	tetracycline
NC_011586.7045189.p01	tetracycline__tet(A)	tetracycline
X75761.gene.p01	tetracycline__tet(A)	tetracycline
YP_002332890	tetracycline__tet(A)	tetracycline
BAC67143	tetracycline__tet(B)	tetracycline
AB084246.gene.p01	tetracycline__tet(B)	tetracycline
ABA71359	tetracycline__tet(B)	tetracycline
ABW39616	tetracycline__tet(B)	tetracycline
ABY77969	tetracycline__tet(B)	tetracycline
AF326777.3.gene20.p01	tetracycline__tet(B)	tetracycline
BAC67134	tetracycline__tet(B)	tetracycline
BAC67136	tetracycline__tet(B)	tetracycline
BAC67138	tetracycline__tet(B)	tetracycline
BAC67142	tetracycline__tet(B)	tetracycline
CAC44638	tetracycline__tet(B)	tetracycline
gi|597810610|gb|AHN25441.1|	tetracycline__tet(B)	tetracycline
gi|610425508|gb|AHW74384.1|	tetracycline__tet(B)	tetracycline
gi|804348366|emb|CQW48663.1|	tetracycline__tet(B)	tetracycline
V00611.gene.p01	tetracycline__tet(B)	tetracycline
YP_002394587	tetracycline__tet(B)	tetracycline
BAC67144	tetracycline__tet(C)	tetracycline
AAR96043	tetracycline__tet(C)	tetracycline
AY171578.gene.p01	tetracycline__tet(C)	tetracycline
NP_511233	tetracycline__tet(C)	tetracycline
L06798.gene.p01	tetracycline__tet(D)	tetracycline
AAL75564	tetracycline__tet(D)	tetracycline
BAC67147	tetracycline__tet(D)	tetracycline
gi|1043938705|emb|SBZ20680.1|	tetracycline__tet(D)	tetracycline
gi|694077651|ref|WP_032423104.1|	tetracycline__tet(D)	tetracycline
gi|995942695|gb|AMJ32665.1|	tetracycline__tet(D)	tetracycline
P33733	tetracycline__tet(D)	tetracycline
L06940.gene.p01	tetracycline__tet(E)	tetracycline
CAC81916	tetracycline__tet(E)	tetracycline
gi|1004697817|gb|AMP48021.1|	tetracycline__tet(E)	tetracycline
gi|504109716|ref|WP_014343702.1|	tetracycline__tet(E)	tetracycline
Y19116.gene.p01	tetracycline__tet(E)	tetracycline
YP_001144056	tetracycline__tet(E)	tetracycline
AF133139.gene.p01	tetracycline__tet(G)	tetracycline
AF133140.gene.p01	tetracycline__tet(G)	tetracycline
AY232670.1.gene2.p01	tetracycline__tet(G)	tetracycline
BAC67151	tetracycline__tet(G)	tetracycline
P51563	tetracycline__tet(G)	tetracycline
Y15510.gene.p01	tetracycline__tet(H)	tetracycline
AAR14158	tetracycline__tet(H)	tetracycline
CAA76069	tetracycline__tet(H)	tetracycline
CAQ51492	tetracycline__tet(H)	tetracycline
gi|505141122|ref|WP_015328224.1|	tetracycline__tet(H)	tetracycline
P51564	tetracycline__tet(H)	tetracycline
AF038993.gene.p01	tetracycline__tet(J)	tetracycline
CP004022.1.gene2534.p01	tetracycline__tet(J)	tetracycline
YP_002152117	tetracycline__tet(J)	tetracycline
ZP_03841721	tetracycline__tet(J)	tetracycline
YP_209652.1	tetracycline__tet(K)	tetracycline
gi|1005528104|ref|WP_061649613.1|	tetracycline__tet(K)	tetracycline
gi|487710422|ref|WP_001794654.1|	tetracycline__tet(K)	tetracycline
gi|487721287|ref|WP_001805519.1|	tetracycline__tet(K)	tetracycline
gi|613011809|gb|EZW21681.1|	tetracycline__tet(K)	tetracycline
gi|686160247|ref|WP_031790083.1|	tetracycline__tet(K)	tetracycline
gi|686303798|ref|WP_031867491.1|	tetracycline__tet(K)	tetracycline
gi|763247854|ref|WP_044116559.1|	tetracycline__tet(K)	tetracycline
gi|800321731|emb|CFD81368.1|	tetracycline__tet(K)	tetracycline
gi|804968048|emb|CRC76067.1|	tetracycline__tet(K)	tetracycline
gi|805047002|emb|CRD12990.1|	tetracycline__tet(K)	tetracycline
gi|897034501|emb|COZ66942.1|	tetracycline__tet(K)	tetracycline
gi|909643690|ref|WP_049887103.1|	tetracycline__tet(K)	tetracycline
gi|983496451|ref|WP_060649727.1|	tetracycline__tet(K)	tetracycline
YP_492684	tetracycline__tet(K)	tetracycline
M11036.gene.p01	tetracycline__tet(L)	tetracycline
1703286A	tetracycline__tet(L)	tetracycline
AAL92527	tetracycline__tet(L)	tetracycline
BAA02119	tetracycline__tet(L)	tetracycline
CAA43220	tetracycline__tet(L)	tetracycline
CAI84881	tetracycline__tet(L)	tetracycline
gi|1043724887|gb|ANS91860.1|	tetracycline__tet(L)	tetracycline
gi|501166982|ref|WP_012210985.1|	tetracycline__tet(L)	tetracycline
gi|503528332|ref|WP_013762475.1|	tetracycline__tet(L)	tetracycline
gi|504873274|ref|WP_015060376.1|	tetracycline__tet(L)	tetracycline
gi|690583901|ref|WP_031944040.1|	tetracycline__tet(L)	tetracycline
gi|748448285|gb|AJE60968.1|	tetracycline__tet(L)	tetracycline
P13924	tetracycline__tet(L)	tetracycline
YP_001691306	tetracycline__tet(L)	tetracycline
YP_001966009	tetracycline__tet(L)	tetracycline
ZP_03593907	tetracycline__tet(L)	tetracycline
gb|AAB08924.1|ARO:3004650|tetU	tetracycline__tet(U)	tetracycline
AF030344.gene.p01	tetracycline__tet(V)	tetracycline
gi|518176507|ref|WP_019346715.1|	tetracycline__tet(V)	tetracycline
gi|602520538|emb|CDO32455.1|	tetracycline__tet(V)	tetracycline
gi|602542163|emb|CDO24964.1|	tetracycline__tet(V)	tetracycline
gi|740779740|ref|WP_038565024.1|	tetracycline__tet(V)	tetracycline
gi|808667354|emb|CQD17781.1|	tetracycline__tet(V)	tetracycline
gi|906298254|emb|CRZ18264.1|	tetracycline__tet(V)	tetracycline
AF070999.gene.p01	tetracycline__tet(Y)	tetracycline
BAC67152	tetracycline__tet(Y)	tetracycline
gi|927041793|gb|ALD82661.1|	tetracycline__tet(Y)	tetracycline
AF121000.gene.p01	tetracycline__tet(Z)	tetracycline
gi|951242754|ref|WP_057691494.1|	tetracycline__tetA	tetracycline
gi|951251746|ref|WP_057693717.1|	tetracycline__tetA	tetracycline
gb|APB03214.1|ARO:3003980|tetA(48)	tetracycline__tetA(48)	tetracycline
YP_001967742	tetracycline__tetA(P)	tetracycline
BAB71966	tetracycline__tetA(P)	tetracycline
gb|APB03215.1|ARO:3003981|tetB(48)	tetracycline__tetB(48)	tetracycline
AY485126.gene.p01	tetracycline__tet(O/W)	tetracycline
gb|AMP42147.1|ARO:3004442|tet(W/N/W)	tetracycline__tet(W/N/W)	tetracycline
CAA37477	tetracycline__otr(A)	tetracycline
ABV82118	tetracycline__tet(32)	tetracycline
ABV82120	tetracycline__tet(32)	tetracycline
AJ295238.gene.p01	tetracycline__tet(32)	tetracycline
ZP_03989103	tetracycline__tet(32)	tetracycline
AJ514254.gene.p01	tetracycline__tet(36)	tetracycline
FN594949.1.gene24.p01	tetracycline__tet(44)	tetracycline
gb|AKQ05891.1|ARO:3004613|Tet(47)	tetracycline__tet(47)	tetracycline
gb|AKQ05892.1|ARO:3004581|tet(48)	tetracycline__tet(48)	tetracycline
gb|AKQ05893.1|ARO:3004582|tet(49)	tetracycline__tet(49)	tetracycline
gb|AKQ05894.1|ARO:3004584|tet(50)	tetracycline__tet(50)	tetracycline
gb|AKQ05895.1|ARO:3004586|tet(51)	tetracycline__tet(51)	tetracycline
gb|AKQ05896.1|ARO:3004587|tet(52)	tetracycline__tet(52)	tetracycline
gb|AKQ05897.1|ARO:3004589|tet(53)	tetracycline__tet(53)	tetracycline
gb|AKQ05898.1|ARO:3004590|tet(54)	tetracycline__tet(54)	tetracycline
gb|AKQ05899.1|ARO:3004591|tet(55)	tetracycline__tet(55)	tetracycline
gb|ARB93503.1|ARO:3004603|tet(56)	tetracycline__tet(56)	tetracycline
ARX76269.1	tetracycline__tet(61)	tetracycline
CAJ00294	tetracycline__tet(M)	tetracycline
AAB05246	tetracycline__tet(M)	tetracycline
AAK17952	tetracycline__tet(M)	tetracycline
AAO24820	tetracycline__tet(M)	tetracycline
AAS45561	tetracycline__tet(M)	tetracycline
AAY63943	tetracycline__tet(M)	tetracycline
ABB18304	tetracycline__tet(M)	tetracycline
ABB70047	tetracycline__tet(M)	tetracycline
ABB70049	tetracycline__tet(M)	tetracycline
ABB70053	tetracycline__tet(M)	tetracycline
ABB70054	tetracycline__tet(M)	tetracycline
ABB70056	tetracycline__tet(M)	tetracycline
ABD46539	tetracycline__tet(M)	tetracycline
ABG21123	tetracycline__tet(M)	tetracycline
ABI81214	tetracycline__tet(M)	tetracycline
ABN11268	tetracycline__tet(M)	tetracycline
ABP89888	tetracycline__tet(M)	tetracycline
ABW24731	tetracycline__tet(M)	tetracycline
ACF08831	tetracycline__tet(M)	tetracycline
ACH85966	tetracycline__tet(M)	tetracycline
AM180355.1.gene636.p01	tetracycline__tet(M)	tetracycline
BAB71968	tetracycline__tet(M)	tetracycline
BAB82500	tetracycline__tet(M)	tetracycline
CAE46076	tetracycline__tet(M)	tetracycline
CAE46077	tetracycline__tet(M)	tetracycline
CAE46078	tetracycline__tet(M)	tetracycline
CAJ00297	tetracycline__tet(M)	tetracycline
CAJ00299	tetracycline__tet(M)	tetracycline
CAJ00301	tetracycline__tet(M)	tetracycline
CAJ21496	tetracycline__tet(M)	tetracycline
CAL69903	tetracycline__tet(M)	tetracycline
CAO82964	tetracycline__tet(M)	tetracycline
CAR69107	tetracycline__tet(M)	tetracycline
CAV31157	tetracycline__tet(M)	tetracycline
gi|164612278|gb|ABY63608.1|	tetracycline__tet(M)	tetracycline
gi|291587251|gb|ADE19326.1|	tetracycline__tet(M)	tetracycline
gi|294769543|gb|ADF36620.1|	tetracycline__tet(M)	tetracycline
gi|319894056|gb|ADV76307.1|	tetracycline__tet(M)	tetracycline
gi|446614384|ref|WP_000691730.1|	tetracycline__tet(M)	tetracycline
gi|538450536|ref|WP_020998529.1|	tetracycline__tet(M)	tetracycline
gi|658130997|emb|CDO19407.1|	tetracycline__tet(M)	tetracycline
gi|748448280|gb|AJE60963.1|	tetracycline__tet(M)	tetracycline
M85225.gene.p01	tetracycline__tet(M)	tetracycline
NC_002758.1120355.p01	tetracycline__tet(M)	tetracycline
NP_862291	tetracycline__tet(M)	tetracycline
P09757	tetracycline__tet(M)	tetracycline
P21598	tetracycline__tet(M)	tetracycline
Q02652	tetracycline__tet(M)	tetracycline
Q51238	tetracycline__tet(M)	tetracycline
Q53770	tetracycline__tet(M)	tetracycline
Q54807	tetracycline__tet(M)	tetracycline
X04388.gene.p01	tetracycline__tet(M)	tetracycline
YP_001694718	tetracycline__tet(M)	tetracycline
YP_001834888	tetracycline__tet(M)	tetracycline
YP_002738300	tetracycline__tet(M)	tetracycline
ZP_02511926	tetracycline__tet(M)	tetracycline
ZP_03079543	tetracycline__tet(M)	tetracycline
ZP_03915077	tetracycline__tet(M)	tetracycline
ZP_03984378	tetracycline__tet(M)	tetracycline
ZP_04435342	tetracycline__tet(M)	tetracycline
WP_002857791.1	tetracycline__tet(O)	tetracycline
WP_011528025.1	tetracycline__tet(O)	tetracycline
WP_004007597.1	tetracycline__tet(O)	tetracycline
WP_000691758	tetracycline__tet(O)	tetracycline
P10952	tetracycline__tet(O)	tetracycline
AAR29485	tetracycline__tet(O)	tetracycline
AAV80411	tetracycline__tet(O)	tetracycline
AAW34142	tetracycline__tet(O)	tetracycline
AAY54279	tetracycline__tet(O)	tetracycline
CAG30567	tetracycline__tet(O)	tetracycline
gi|1027734960|ref|WP_063668083.1|	tetracycline__tet(O)	tetracycline
gi|226044|prf||1408188A	tetracycline__tet(O)	tetracycline
gi|254621968|gb|ACT76126.1|	tetracycline__tet(O)	tetracycline
gi|254621970|gb|ACT76127.1|	tetracycline__tet(O)	tetracycline
gi|254621972|gb|ACT76128.1|	tetracycline__tet(O)	tetracycline
gi|254621974|gb|ACT76129.1|	tetracycline__tet(O)	tetracycline
gi|254621976|gb|ACT76130.1|	tetracycline__tet(O)	tetracycline
gi|254621978|gb|ACT76131.1|	tetracycline__tet(O)	tetracycline
gi|544707441|ref|WP_021137831.1|	tetracycline__tet(O)	tetracycline
gi|672386269|gb|AIJ27535.1|	tetracycline__tet(O)	tetracycline
P20174	tetracycline__tet(O)	tetracycline
P23835	tetracycline__tet(O)	tetracycline
P72533	tetracycline__tet(O)	tetracycline
YP_063446	tetracycline__tet(O)	tetracycline
ZP_03223548	tetracycline__tet(O)	tetracycline
ZP_03624201	tetracycline__tet(O)	tetracycline
ZP_04668102	tetracycline__tet(O)	tetracycline
Z21523.gene.p01	tetracycline__tet(Q)	tetracycline
AAB51122	tetracycline__tet(Q)	tetracycline
AAZ79478	tetracycline__tet(Q)	tetracycline
BAD46890	tetracycline__tet(Q)	tetracycline
P70882	tetracycline__tet(Q)	tetracycline
Q00937	tetracycline__tet(Q)	tetracycline
Q08425	tetracycline__tet(Q)	tetracycline
Q52360	tetracycline__tet(Q)	tetracycline
ZP_04557016	tetracycline__tet(Q)	tetracycline
L09756.gene.p01	tetracycline__tet(S)	tetracycline
AAT02170	tetracycline__tet(S)	tetracycline
ACA42497	tetracycline__tet(S)	tetracycline
Q48712	tetracycline__tet(S)	tetracycline
L42544.gene.p01	tetracycline__tet(T)	tetracycline
AAV80410	tetracycline__tet(T)	tetracycline
ABO43851	tetracycline__tet(W)	tetracycline
WP_000691721.1	tetracycline__tet(W)	tetracycline
AJ222769.gene.p01	tetracycline__tet(W)	tetracycline
AAL09826	tetracycline__tet(W)	tetracycline
AAL30847	tetracycline__tet(W)	tetracycline
AAO42740	tetracycline__tet(W)	tetracycline
AAY62597	tetracycline__tet(W)	tetracycline
ABC18245	tetracycline__tet(W)	tetracycline
ABF69686	tetracycline__tet(W)	tetracycline
ABG81258	tetracycline__tet(W)	tetracycline
ABN79417	tetracycline__tet(W)	tetracycline
ABN80187	tetracycline__tet(W)	tetracycline
ACA23187	tetracycline__tet(W)	tetracycline
ACA23192	tetracycline__tet(W)	tetracycline
ACA23195	tetracycline__tet(W)	tetracycline
ACI02041	tetracycline__tet(W)	tetracycline
CAD13485	tetracycline__tet(W)	tetracycline
CAO78565	tetracycline__tet(W)	tetracycline
CAX85496	tetracycline__tet(W)	tetracycline
DQ294299.gene.p01	tetracycline__tet(W)	tetracycline
gi|1004359892|gb|AMP42199.1|	tetracycline__tet(W)	tetracycline
gi|1004359922|gb|AMP42228.1|	tetracycline__tet(W)	tetracycline
gi|1028100280|ref|WP_063856415.1|	tetracycline__tet(W)	tetracycline
gi|1028100281|ref|WP_063856416.1|	tetracycline__tet(W)	tetracycline
gi|1028100289|ref|WP_063856424.1|	tetracycline__tet(W)	tetracycline
gi|104303742|gb|ABF72138.1|	tetracycline__tet(W)	tetracycline
gi|168258996|gb|ACA23181.1|	tetracycline__tet(W)	tetracycline
gi|254967129|gb|ACT97610.1|	tetracycline__tet(W)	tetracycline
YP_594556	tetracycline__tet(W)	tetracycline
ZP_04576183	tetracycline__tet(W)	tetracycline
L20800.gene.p01	tetracycline__tetB(P)	tetracycline
NP_348076	tetracycline__tetB(P)	tetracycline
YP_002850805	tetracycline__tetB(P)	tetracycline
ZP_02632674	tetracycline__tetB(P)	tetracycline
ZP_02952732	tetracycline__tetB(P)	tetracycline
ABG46350	trimethoprim__dfrA1	trimethoprim
AAN41648	trimethoprim__dfrA1	trimethoprim
AAY43143	trimethoprim__dfrA1	trimethoprim
ABA08387	trimethoprim__dfrA1	trimethoprim
ABB76658	trimethoprim__dfrA1	trimethoprim
ABQ96616	trimethoprim__dfrA1	trimethoprim
ABV60283	trimethoprim__dfrA1	trimethoprim
ABY55286	trimethoprim__dfrA1	trimethoprim
ACJ22953	trimethoprim__dfrA1	trimethoprim
ACL27011	trimethoprim__dfrA1	trimethoprim
BAE73191	trimethoprim__dfrA1	trimethoprim
CAD11594	trimethoprim__dfrA1	trimethoprim
CAR63499	trimethoprim__dfrA1	trimethoprim
CAR63502	trimethoprim__dfrA1	trimethoprim
gi|1006580082|ref|WP_061811564.1|	trimethoprim__dfrA1	trimethoprim
gi|1028085759|ref|WP_063844288.1|	trimethoprim__dfrA1	trimethoprim
gi|1028085790|ref|WP_063844289.1|	trimethoprim__dfrA1	trimethoprim
gi|1032353042|ref|WP_064203916.1|	trimethoprim__dfrA1	trimethoprim
gi|161610806|gb|ABX75128.1|	trimethoprim__dfrA1	trimethoprim
gi|745766524|ref|WP_039063662.1|	trimethoprim__dfrA1	trimethoprim
CAM88389	trimethoprim__dfrA10	trimethoprim
AAW21254	trimethoprim__dfrA12	trimethoprim
AAT45231	trimethoprim__dfrA12	trimethoprim
ABJ15828	trimethoprim__dfrA12	trimethoprim
BAD77819	trimethoprim__dfrA12	trimethoprim
CAT00058	trimethoprim__dfrA12	trimethoprim
CAZ44321	trimethoprim__dfrA12	trimethoprim
gi|501177790|ref|WP_012221074.1|	trimethoprim__dfrA12	trimethoprim
gi|647323550|ref|WP_025760450.1|	trimethoprim__dfrA12	trimethoprim
gi|692958302|ref|WP_032151894.1|	trimethoprim__dfrA12	trimethoprim
gi|771651285|ref|WP_045232968.1|	trimethoprim__dfrA12	trimethoprim
Q59408	trimethoprim__dfrA13	trimethoprim
ACI32877	trimethoprim__dfrA14	trimethoprim
ABB77558	trimethoprim__dfrA14	trimethoprim
ABD46710	trimethoprim__dfrA14	trimethoprim
CAA90687	trimethoprim__dfrA14	trimethoprim
CAA90688	trimethoprim__dfrA14	trimethoprim
CAI57695	trimethoprim__dfrA14	trimethoprim
gi|446641727|ref|WP_000719073.1|	trimethoprim__dfrA14	trimethoprim
YP_001966228	trimethoprim__dfrA14	trimethoprim
ABJ74149	trimethoprim__dfrA15	trimethoprim
AAF27725	trimethoprim__dfrA15	trimethoprim
ABG36698	trimethoprim__dfrA15	trimethoprim
BAE66664	trimethoprim__dfrA15	trimethoprim
CAI29521	trimethoprim__dfrA15b	trimethoprim
ABL62887	trimethoprim__dfrA16	trimethoprim
AAC32186	trimethoprim__dfrA16	trimethoprim
AAX18273	trimethoprim__dfrA16	trimethoprim
ABW06431	trimethoprim__dfrA16	trimethoprim
CAA10366	trimethoprim__dfrA16	trimethoprim
CAD57182	trimethoprim__dfrA16	trimethoprim
gi|323714045|emb|CBZ41780.1|	trimethoprim__dfrA16	trimethoprim
AAY43141	trimethoprim__dfrA17	trimethoprim
ACO24447	trimethoprim__dfrA17	trimethoprim
BAD77822	trimethoprim__dfrA17	trimethoprim
CAP69686	trimethoprim__dfrA17	trimethoprim
CAP72501	trimethoprim__dfrA17	trimethoprim
gi|1028085871|ref|WP_063844369.1|	trimethoprim__dfrA17	trimethoprim
YP_001816601	trimethoprim__dfrA17	trimethoprim
gb|AAK64581.1|ARO:3004568|dfrA18	trimethoprim__dfrA18	trimethoprim
ABI50489	trimethoprim__dfrA19	trimethoprim
YP_002791405	trimethoprim__dfrA19	trimethoprim
CAE53424	trimethoprim__dfrA20	trimethoprim
ACR66838	trimethoprim__dfrA21	trimethoprim
CAX16467	trimethoprim__dfrA22	trimethoprim
ZP_04405580	trimethoprim__dfrA23	trimethoprim
gi|447064824|ref|WP_001142080.1|	trimethoprim__dfrA23	trimethoprim
CAI99385	trimethoprim__dfrA24	trimethoprim
ABB71176	trimethoprim__dfrA25	trimethoprim
CAL48457	trimethoprim__dfrA26	trimethoprim
gb|ACD45689.1|ARO:3004550|dfrA27	trimethoprim__dfrA27	trimethoprim
gb|CAT00035.1|ARO:3004551|dfrA28	trimethoprim__dfrA28	trimethoprim
gb|ANN23980.1|ARO:3004554|dfrA29	trimethoprim__dfrA29	trimethoprim
gb|AAA25550.1|ARO:3003105|dfrA3	trimethoprim__dfrA3	trimethoprim
gb|CAQ53849.2|ARO:3004552|dfrA30	trimethoprim__dfrA30	trimethoprim
gb|ACZ52983.1|ARO:3004555|dfrA32	trimethoprim__dfrA32	trimethoprim
gb|AAN85115.1|ARO:3004642|dfrA3b	trimethoprim__dfrA3b	trimethoprim
ABB89122	trimethoprim__dfrA5	trimethoprim
AAN41408	trimethoprim__dfrA5	trimethoprim
CAG27847	trimethoprim__dfrA5	trimethoprim
CAJ77891	trimethoprim__dfrA5	trimethoprim
gi|514435062|gb|AGO57929.1|	trimethoprim__dfrA5	trimethoprim
gb|ACY06082.1|ARO:3004547|dfrA6	trimethoprim__dfrA6	trimethoprim
gb|CAB06660.1|ARO:3004644|dfrA6	trimethoprim__dfrA6 from Proteus mirabilis	trimethoprim
P27422	trimethoprim__dfrA7	trimethoprim
ABY55284	trimethoprim__dfrA7	trimethoprim
CAI57693	trimethoprim__dfrA7	trimethoprim
gi|1028085965|ref|WP_063844463.1|	trimethoprim__dfrA7	trimethoprim
gi|1028085977|ref|WP_063844474.1|	trimethoprim__dfrA7	trimethoprim
gb|AHV80711.1|ARO:3002863|dfrA8	trimethoprim__dfrA8	trimethoprim
gb|CAA40897.1|ARO:3004548|dfrA9	trimethoprim__dfrA9	trimethoprim
AAN41433	trimethoprim__dfrB1	trimethoprim
CAQ52800	trimethoprim__dfrB1	trimethoprim
gi|1028085982|ref|WP_063844476.1|	trimethoprim__dfrB1	trimethoprim
P00383	trimethoprim__dfrB1	trimethoprim
P00384	trimethoprim__dfrB2	trimethoprim
AAT49071	trimethoprim__dfrB2	trimethoprim
AAM89276	trimethoprim__dfrB3	trimethoprim
gb|AKF12264.1|ARO:3004498|dfrB4	trimethoprim__dfrB4	trimethoprim
gb|AAX46054.1|ARO:3004549|dfrB5	trimethoprim__dfrB5	trimethoprim
ABB72057	trimethoprim__dfrB6	trimethoprim
gb|ADB54781.1|ARO:3004556|dfrB7	trimethoprim__dfrB7	trimethoprim
gb|AAO04716.1|ARO:3002865|dfrC	trimethoprim__dfrC	trimethoprim
gb|AAA85213.1|ARO:3002866|dfrD	trimethoprim__dfrD	trimethoprim
gb|EOD99669.1|ARO:3002875|dfrE	trimethoprim__dfrE	trimethoprim
gb|AAD01868.1|ARO:3002867|dfrF	trimethoprim__dfrF	trimethoprim
gb|BAE15963.1|ARO:3002868|dfrG	trimethoprim__dfrG	trimethoprim
gb|ABO40886.1|ARO:3004645|dfrI	trimethoprim__dfrI	trimethoprim
gb|CBL80435.1|ARO:3002869|dfrK	trimethoprim__dfrK	trimethoprim
gi|505065763|ref|WP_015252865.1|	tunicamycin__tmrB	tunicamycin
P12921	tunicamycin__tmrB	tunicamycin
ZP_03589973	tunicamycin__tmrB	tunicamycin
gb|CAB12108.2|ARO:3003059|tmrB	tunicamycin__tmrB	tunicamycin
NP_878016	vancomycin__vanA	vancomycin
AAX19284	vancomycin__vanA	vancomycin
AAY52005	vancomycin__vanA	vancomycin
ACP19236	vancomycin__vanA	vancomycin
CAB61227	vancomycin__vanA	vancomycin
DQ018711.1.gene5.p01	vancomycin__vanA	vancomycin
gi|1028848468|ref|WP_064017431.1|	vancomycin__vanA	vancomycin
gi|309385870|gb|ADO66795.1|	vancomycin__vanA	vancomycin
gi|447002588|ref|WP_001079844.1|	vancomycin__vanA	vancomycin
gi|647240560|ref|WP_025691785.1|	vancomycin__vanA	vancomycin
gi|670466158|ref|WP_031414935.1|	vancomycin__vanA	vancomycin
gi|726976857|ref|WP_033582037.1|	vancomycin__vanA	vancomycin
gi|726981187|ref|WP_033585865.1|	vancomycin__vanA	vancomycin
gi|748291566|ref|WP_039833224.1|	vancomycin__vanA	vancomycin
gi|749574464|ref|WP_040203371.1|	vancomycin__vanA	vancomycin
gi|751653785|ref|WP_041120633.1|	vancomycin__vanA	vancomycin
gi|816206778|gb|AKE81063.1|	vancomycin__vanA	vancomycin
KF823969.1.gene6.p01	vancomycin__vanB	vancomycin
AAF72363	vancomycin__vanB	vancomycin
AAG34685	vancomycin__vanB	vancomycin
AAG34691	vancomycin__vanB	vancomycin
AAN60573	vancomycin__vanB	vancomycin
AAV58816	vancomycin__vanB	vancomycin
AAV74562	vancomycin__vanB	vancomycin
AAV74563	vancomycin__vanB	vancomycin
AAV74568	vancomycin__vanB	vancomycin
AAV74569	vancomycin__vanB	vancomycin
AAV74570	vancomycin__vanB	vancomycin
ACQ66105	vancomycin__vanB	vancomycin
gi|452996184|gb|AGG19374.1|	vancomycin__vanB	vancomycin
gi|452996190|gb|AGG19379.1|	vancomycin__vanB	vancomycin
gi|452996196|gb|AGG19384.1|	vancomycin__vanB	vancomycin
gi|452996230|gb|AGG19413.1|	vancomycin__vanB	vancomycin
gi|488246059|ref|WP_002317267.1|	vancomycin__vanB	vancomycin
gi|488349287|ref|WP_002418672.1|	vancomycin__vanB	vancomycin
gi|488627145|ref|WP_002563847.1|	vancomycin__vanB	vancomycin
gi|498515088|ref|WP_010815295.1|	vancomycin__vanB	vancomycin
gi|498515253|ref|WP_010815429.1|	vancomycin__vanB	vancomycin
gi|529247657|ref|WP_020944844.1|	vancomycin__vanB	vancomycin
gi|983283045|ref|WP_060475093.1|	vancomycin__vanB	vancomycin
gi|985522334|ref|WP_060811963.1|	vancomycin__vanB	vancomycin
Q06893	vancomycin__vanB	vancomycin
